"year","round","player","DM"
2008,"Fourth","Lleyton Hewitt",0.775510204081633
2008,"Fourth","Marin Cilic",0.675675675675676
2008,"Fourth","Philipp Kohlschreiber",1.02325581395349
2008,"Fourth","Paul-Henri Mathieu",0.333333333333333
2008,"Fourth","Nikolay Davydenko",0.708333333333333
2008,"Fourth","Richard Gasquet",0.736842105263158
2008,"Third","Vince Spadea",0.644444444444444
2008,"Third","David Nalbandian",0.591836734693878
2008,"Third","Marcos Baghdatis",0.878048780487805
2008,"Third","Sebastien Grosjean",0.930232558139535
2008,"Third","Sam Querrey",0.48
2008,"Third","Janko Tipsarevic",0.666666666666667
2008,"Third","Fernando Gonzalez",0.659574468085106
2008,"Third","Juan Monaco",0.825
2008,"Third","Marc Gicquel",0.755102040816326
2008,"Third","Mardy Fish",0.888888888888889
2008,"Third","Gilles Simon",0.666666666666667
2008,"Third","Igor Andreev",0.783783783783784
2008,"Third","Guillermo Garcia-Lopez",0.617021276595745
2008,"Third","Andy Roddick",NA
2008,"Third","Stefan Koubek",1.05263157894737
2008,"Third","Ivo Karlovic",0.477272727272727
2008,"Second","Alun Jones",0.775
2008,"Second","Dmitry Tursunov",0.857142857142857
2008,"Second","Marat Safin",0.894736842105263
2008,"Second","Denis Gremelmayr",1.07894736842105
2008,"Second","Jurgen Melzer",0.697674418604651
2008,"Second","Fernando Verdasco",0.833333333333333
2008,"Second","Michael Russell",0.52
2008,"Second","Peter Luczak",0.75
2008,"Second","Oscar Hernandez",0.520833333333333
2008,"Second","Hyung-Taik Lee",0.909090909090909
2008,"Second","Denis Istomin",0.767441860465116
2008,"Second","Amer Delic",0.944444444444444
2008,"Second","Robin Haase",0.789473684210526
2008,"Second","Juan Martin Del Potro",0.775510204081633
2008,"Second","Fabrice Santoro",0.396551724137931
2008,"Second","Simone Bolelli",0.547169811320755
2008,"Second","Stanislas Wawrinka",0.925
2008,"Second","Nicolas Mahut",0.745762711864407
2008,"Second","Paul Capdeville",0.75609756097561
2008,"Second","Dudi Sela",0.789473684210526
2008,"Second","Alejandro Falla",0.857142857142857
2008,"Second","Sam Warburg",0.622222222222222
2008,"Second","Florent Serra",0.55
2008,"Second","Kristof Vliegen",0.756756756756757
2008,"Second","Michael Berrer",0.5625
2008,"Second","Evgeny Korolev",0.585365853658537
2008,"Second","Feliciano Lopez",0.372549019607843
2008,"Second","Andreas Seppi",0.918918918918919
2008,"Second","Rainer Schuettler",0.612244897959184
2008,"Second","Agustin Calleri",0.967741935483871
2008,"Second","Tommy Robredo",0.596153846153846
2008,"Second","Jesse Levine",0.8
2008,"First","Nicolas Almagro",0.704545454545455
2008,"First","Albert Montanes",0.934782608695652
2008,"First","Benjamin Becker",0.6
2008,"First","Rajeev Ram",0.945945945945946
2008,"First","Joseph Sirianni",0.897435897435897
2008,"First","Chris Guccione",0.774193548387097
2008,"First","Filippo Volandri",0.717391304347826
2008,"First","Jiri Vanek",0.6
2008,"First","Thierry Ascione",0.642857142857143
2008,"First","Santiago Ventura",0.636363636363636
2008,"First","Mariano Zabaleta",0.75
2008,"First","Radek Stepanek",1
2008,"First","Thomas Johansson",0.790697674418605
2008,"First","Olivier Rochus",0.5625
2008,"First","Robert Smeets",0.510204081632653
2008,"First","Ernests Gulbis",0.652173913043478
2008,"First","Ivan Ljubicic",0.767441860465116
2008,"First","John Isner",0.595238095238095
2008,"First","Ivo Minar",0.853658536585366
2008,"First","Werner Eschauer",0.673913043478261
2008,"First","Lukas Lacko",0.789473684210526
2008,"First","Edouard Roger-Vasselin",0.431034482758621
2008,"First","Sergio Roitman",0.928571428571429
2008,"First","Steve Darcis",0.387096774193548
2008,"First","Konstantinos Economidis",0.595238095238095
2008,"First","Diego Hartfield",0.431034482758621
2008,"First","Carlos Berlocq",0.775510204081633
2008,"First","Nicolas Massu",0.612244897959184
2008,"First","Fabio Fognini",0.846153846153846
2008,"First","Xavier Malisse",0.833333333333333
2008,"First","Nicolas Kiefer",0.608695652173913
2008,"First","Robert Kendrick",0.75
2008,"First","Roko Karanusic",0.85
2008,"First","Michael Llodra",0.727272727272727
2008,"First","Wayne Odesnik",0.8
2008,"First","Martin Slanar",0.680851063829787
2008,"First","Frank Dancevic",0.842105263157895
2008,"First","Jose Acasuso",0.918918918918919
2008,"First","Yen-Hsun Lu",0.951219512195122
2008,"First","Boris Pashanski",0.755555555555556
2008,"First","Jamie Baker",0.842105263157895
2008,"First","Florian Mayer",0.744186046511628
2008,"First","Viktor Troicki",0.707317073170732
2008,"First","Carlos Moya",0.948717948717949
2008,"First","Harel Levy",0.615384615384615
2008,"First","Bobby Reynolds",0.921052631578947
2008,"First","Kevin Anderson",0.880952380952381
2008,"First","Juan Ignacio Chela",0.851063829787234
2008,"First","Marcel Granollers",0.568627450980392
2008,"First","Andy Murray",1
2008,"First","Victor Hanescu",0.622222222222222
2008,"First","Luis Horna",0.84375
2008,"First","Arnaud Clement",0.837209302325581
2008,"First","Olivier Patience",0.510204081632653
2008,"First","Juan-Pablo Brzezicki",0.952380952380952
2008,"First","Donald Young",0.780487804878049
2008,"First","Mathieu Montcourt",0.666666666666667
2008,"First","Martin Vassallo Arguello",0.636363636363636
2008,"First","Nick Lindahl",0.51063829787234
2008,"First","Andrei Pavel",0.756756756756757
2008,"First","Lukas Dlouhy",0.681818181818182
2008,"First","Brydan Klein",0.785714285714286
2008,"First","Mischa Zverev",0.930232558139535
2009,"First","Nicolas Massu",0.84375
2009,"First","Juan Monaco",0.529411764705882
2009,"First","Diego Junqueira",0.725
2009,"First","Teimuraz Gabashvili",0.837209302325581
2009,"First","Daniel Gimeno-Traver",0.621621621621622
2009,"First","Kei Nishikori",0.557692307692308
2009,"First","Nicolas Devilder",0.622222222222222
2009,"First","Rainer Schuettler",0.847826086956522
2009,"First","Pablo Andujar",0.740740740740741
2009,"First","Dmitry Tursunov",1
2009,"First","Dieter Kindlmann",0.8
2009,"First","Christophe Rochus",0.259259259259259
2009,"First","Jarkko Nieminen",0.619047619047619
2009,"First","Julien Benneteau",0.840909090909091
2009,"First","Ivo Minar",0.909090909090909
2009,"First","Michael Llodra",0.659090909090909
2009,"First","Andrea Stoppini",0.686274509803922
2009,"First","Sam Querrey",1.03125
2009,"First","Bjorn Rehnquist",0.473684210526316
2009,"First","Samuel Groth",0.651162790697674
2009,"First","Marcos Daniel",0.551020408163265
2009,"First","Agustin Calleri",0.833333333333333
2009,"First","Bobby Reynolds",0.326086956521739
2009,"First","Alberto Martin",0.75609756097561
2009,"First","Thomaz Bellucci",0.970588235294118
2009,"First","Potito Starace",1.02857142857143
2009,"First","Juan Carlos Ferrero",0.8
2009,"First","Robert Kendrick",0.625
2009,"First","Bjorn Phau",0.880952380952381
2009,"First","John Isner",0.861111111111111
2009,"First","Kevin Anderson",0.761904761904762
2009,"First","Lamine Ouahab",0.5
2009,"First","Robby Ginepri",0.6
2009,"First","Carlos Moya",0.58695652173913
2009,"First","Ivan Navarro",0.725
2009,"First","Denis Gremelmayr",0.8
2009,"First","Philipp Petzschner",0.52
2009,"First","Marc Gicquel",0.847826086956522
2009,"First","Oscar Hernandez",0.837209302325581
2009,"First","Mischa Zverev",0.63265306122449
2009,"First","Kristof Vliegen",0.962962962962963
2009,"First","Taylor Dent",1.03333333333333
2009,"First","Andreas Seppi",0.804878048780488
2004,"Second","Agustin Calleri",0.936170212765957
2004,"Second","Florian Mayer",0.672727272727273
2004,"Second","Jan Vacek",0.727272727272727
2004,"Second","David Sanchez-Munoz",0.925
2004,"Second","Alberto Martin",0.710526315789474
2004,"Second","Glenn Weiner",0.75
2004,"Second","Filippo Volandri",0.818181818181818
2004,"Second","Karol Kucera",0.807692307692308
2004,"Second","Galo Blanco",0.853658536585366
2004,"Second","Nikolay Davydenko",0.853658536585366
2004,"Second","Bohdan Ulihrach",0.4
2004,"Second","Chris Guccione",0.473684210526316
2004,"Second","Juan Ignacio Chela",1.02325581395349
2004,"Second","Jerome Golmard",1
2004,"Second","Nicolas Lapentti",0.945945945945946
2004,"Second","Ivan Ljubicic",0.878048780487805
2004,"Second","Gaston Gaudio",0.551724137931034
2004,"Second","David Ferrer",0.784313725490196
2004,"Second","Ivo Karlovic",0.931034482758621
2004,"Second","Jarkko Nieminen",0.852941176470588
2004,"Second","Tomas Berdych",0.571428571428571
2004,"Second","Robin Soderling",0.692307692307692
2004,"Second","Karol Beck",0.926829268292683
2004,"Second","Jan-Michael Gambill",0.577777777777778
2004,"First","Martin Verkerk",0.857142857142857
2004,"First","Nicolas Kiefer",0.948717948717949
2004,"First","Vadim Kutsenko",0.416666666666667
2004,"First","Felix Mantilla",0.6
2004,"First","Raemon Sluiter",0.870967741935484
2004,"First","Richard Gasquet",0.666666666666667
2004,"First","Ricardo Mello",0.577777777777778
2004,"First","Olivier Mutis",0.780487804878049
2004,"First","Max Mirnyi",0.763157894736842
2004,"First","Davide Sanguinetti",0.868421052631579
2004,"First","Ruben Ramirez-Hidalgo",0.725
2004,"First","Dennis Van Scheppingen",0.625
2004,"First","Jonas Bjorkman",0.625
2004,"First","Jeff Salzenstein",0.966666666666667
2004,"First","Feliciano Lopez",0.72972972972973
2004,"First","Victor Hanescu",0.785714285714286
2004,"First","Alex Jr. Bogomolov",0.478260869565217
2004,"First","Thomas Johansson",0.857142857142857
2004,"First","Jean-Rene Lisnard",0.488372093023256
2004,"First","Albert Montanes",0.467741935483871
2004,"First","Christophe Rochus",0.714285714285714
2004,"First","Michal Tabara",0.549019607843137
2004,"First","Wesley Moodie",0.972222222222222
2004,"First","Alexander Popp",0.666666666666667
2004,"First","Guillermo Coria",0.75609756097561
2004,"First","Xavier Malisse",0.767441860465116
2004,"First","Peter Luczak",0.625
2004,"First","Sebastien de Chaunac",0.613636363636364
2004,"First","Roko Karanusic",0.870967741935484
2004,"First","Olivier Rochus",0.666666666666667
2004,"First","Cecil Mamiit",0.634146341463415
2004,"First","Greg Rusedski",0.818181818181818
2004,"First","John van Lottum",0.847826086956522
2004,"First","Todd Larkham",0.666666666666667
2004,"First","Fernando Gonzalez",0.7
2004,"First","Mardy Fish",1.21739130434783
2004,"First","Nicolas Mahut",0.804347826086957
2004,"First","Lars Burgsmuller",0.739130434782609
2004,"First","Tomas Behrend",0.431372549019608
2004,"First","Albert Portas",0.704545454545455
2004,"First","Fernando Verdasco",0.471698113207547
2004,"First","Mikhail Youzhny",0.644444444444444
2004,"First","Tommy Robredo",0.837209302325581
2004,"First","Hyung-Taik Lee",0.72
2004,"First","Antony Dupuis",0.9375
2004,"First","Oscar Hernandez",0.415094339622642
2004,"First","Kenneth Carlsen",0.682926829268293
2004,"First","Younes El Aynaoui",0.568965517241379
2004,"First","Jose Acasuso",0.555555555555556
2004,"First","Flavio Saretta",0.673469387755102
2004,"First","Gregory Carraz",0.636363636363636
2004,"First","Rainer Schuettler",0.944444444444444
2004,"First","Vince Spadea",0.972222222222222
2004,"First","Brian Vahaly",0.8
2004,"First","Alun Jones",0.775
2004,"First","Nicolas Massu",0.74468085106383
2004,"First","Dmitry Tursunov",0.842105263157895
2004,"First","Gilles Muller",0.739130434782609
2004,"First","Stefan Koubek",0.82
2004,"First","Igor Andreev",0.948717948717949
2004,"First","Arnaud Clement",0.925
2004,"First","Luis Horna",0.674418604651163
2004,"First","Ivan Miranda",0.711111111111111
2004,"First","Irakli Labadze",0.925
2014,"Final","Rafael Nadal",0.659090909090909
2014,"semi","Roger Federer",0.675
2014,"semi","Tomas Berdych",1
2014,"quarter","Grigor Dimitrov",0.763157894736842
2014,"quarter","Andy Murray",0.675
2014,"quarter","Novak Djokovic",1.15625
2014,"quarter","David Ferrer",0.928571428571429
2014,"Fourth","Stephane Robert",0.717391304347826
2014,"Fourth","Kei Nishikori",0.833333333333333
2014,"Fourth","Jo-Wilfried Tsonga",0.526315789473684
2014,"Fourth","Roberto Bautista-Agut",0.857142857142857
2014,"Fourth","Fabio Fognini",0.333333333333333
2014,"Fourth","Tommy Robredo",0.72972972972973
2014,"Fourth","Kevin Anderson",0.545454545454545
2014,"Fourth","Florian Mayer",0.6875
2014,"Third","Benoit Paire",0.615384615384615
2014,"Third","Teimuraz Gabashvili",0.531914893617021
2014,"Third","Feliciano Lopez",0.675
2014,"Third","Milos Raonic",0.625
2014,"Third","Donald Young",0.576271186440678
2014,"Third","Gilles Simon",0.806451612903226
2014,"Third","Martin Klizan",0.581395348837209
2014,"Third","Gael Monfils",0.54
2014,"Third","Edouard Roger-Vasselin",0.914285714285714
2014,"Third","Richard Gasquet",0.972222222222222
2014,"Third","Jeremy Chardy",0.666666666666667
2014,"Third","Damir Dzumhur",0.468085106382979
2014,"Third","Jerzy Janowicz",0.363636363636364
2014,"Third","Denis Istomin",0.634146341463415
2014,"Third","Sam Querrey",0.65
2014,"Second","Andreas Seppi",1.1025641025641
2014,"Second","Thanasi Kokkinakis",0.533333333333333
2014,"Second","Fernando Verdasco",1.05555555555556
2014,"Second","Michal Przysiezny",0.704545454545455
2014,"Second","Juan Martin Del Potro",0.970588235294118
2014,"Second","Thomaz Bellucci",0.641025641025641
2014,"Second","Marin Cilic",0.931818181818182
2014,"Second","Jack Sock",0.575
2014,"Second","Blaz Rola",0.736842105263158
2014,"Second","Blaz Kavcic",0.591836734693878
2014,"Second","Nick Kyrgios",0.743589743589744
2014,"Second","Yen-Hsun Lu",0.697674418604651
2014,"Second","Michael Berrer",0.789473684210526
2014,"Second","Vincent Millot",0.563636363636364
2014,"Second","Victor Hanescu",0.71875
2014,"Second","Dusan Lajovic",0.549019607843137
2014,"Second","Mikhail Youzhny",0.848484848484849
2014,"Second","Matthew Ebden",0.882352941176471
2014,"Second","Pablo Andujar",1.02857142857143
2014,"Second","Kenny de Schepper",0.428571428571429
2014,"Second","Ernests Gulbis",0.5
2014,"Second","Leonardo Mayer",0.446808510638298
2014,"Second","Dominic Thiem",0.705882352941177
2014,"Second","Alejandro Falla",0.725
2014,"Second","Adrian Mannarino",0.74
2014,"Second","Julien Benneteau",0.769230769230769
2014,"Second","Jarkko Nieminen",0.948717948717949
2014,"Second","Dmitry Tursunov",0.789473684210526
2014,"Second","Guillermo Garcia-Lopez",0.880952380952381
2014,"Second","Alexandr Dolgopolov",0.945945945945946
2014,"Second","Ivan Dodig",0.944444444444444
2014,"Second","Nikolay Davydenko",0.844444444444444
2014,"First","Bernard Tomic",0.638888888888889
2014,"First","James Duckworth",0.6
2014,"First","Sergiy Stakhovsky",0.782608695652174
2014,"First","Somdev Devvarman",0.7
2014,"First","Ryan Harrison",0.594594594594595
2014,"First","Marcel Granollers",0.717948717948718
2014,"First","John Isner",0.486486486486487
2014,"First","Tobias Kamke",0.944444444444444
2014,"First","Wayne Odesnik",0.91304347826087
2014,"First","Igor Sijsling",1.05555555555556
2014,"First","Ze Zhang",0.736842105263158
2014,"First","Peter Gojowczyk",0.837837837837838
2014,"First","Aljaz Bedene",0.648148148148148
2014,"First","Tim Smyczek",0.491228070175439
2014,"First","Filippo Volandri",0.613636363636364
2014,"First","Rhyne Williams",0.8125
2014,"First","Robin Haase",0.75
2014,"First","Radek Stepanek",0.804347826086957
2014,"First","Lleyton Hewitt",1
2014,"First","Julian Reister",0.947368421052632
2014,"First","Marinko Matosevic",0.813953488372093
2014,"First","Jimmy Wang",0.75
2014,"First","Daniel Gimeno-Traver",0.636363636363636
2014,"First","Bradley Klahn",0.567567567567568
2014,"First","Frank Dancevic",0.736842105263158
2014,"First","Lucas Pouille",0.86046511627907
2014,"First","Federico Delbonis",0.75609756097561
2014,"First","Benjamin Becker",0.794871794871795
2014,"First","Horacio Zeballos",0.692307692307692
2014,"First","Go Soeda",0.462962962962963
2014,"First","Michael Llodra",0.538461538461538
2014,"First","Alejandro Gonzalez",0.773584905660377
2014,"First","Dudi Sela",1
2014,"First","Lukasz Kubot",0.8
2014,"First","Michael Russell",0.73469387755102
2014,"First","Pablo Carreno-Busta",0.755555555555556
2014,"First","Carlos Berlocq",0.931818181818182
2014,"First","Lukas Rosol",0.692307692307692
2014,"First","David Guez",0.68
2014,"First","Aleksandr Nedovesov",0.428571428571429
2014,"First","Denis Kudla",0.666666666666667
2014,"First","Tommy Haas",0.822222222222222
2014,"First","Andrey Golubev",0.52
2014,"First","Mikhail Kukushkin",0.82
2014,"First","Albert Ramos",0.78
2014,"First","Marcos Baghdatis",0.720930232558139
2014,"First","Alex Jr. Bogomolov",0.740740740740741
2014,"First","Lukas Lacko",0.523809523809524
2014,"First","Jan-Lennard Struff",0.673076923076923
2014,"First","Jiri Vesely",0.935483870967742
2014,"First","Juan Monaco",1.15625
2014,"First","Richard Berankis",0.674418604651163
2014,"First","Albert Montanes",0.358490566037736
2014,"First","Di Wu",0.95
2014,"First","Steve Johnson",0.9
2014,"First","Samuel Groth",0.58974358974359
2014,"First","Nicolas Mahut",1.05405405405405
2014,"First","Joao Sousa",0.85
2014,"First","Jordan Thompson",0.95
2014,"First","Jan Hajek",0.472727272727273
2014,"First","Ivo Karlovic",0.714285714285714
2014,"First","Santiago Giraldo",0.857142857142857
